comment,author,date,score
3:16 EN EL AIRE WEON :V,D de DIEZ,2022-01-22T20:40:23Z,0.0
"Hello staff, there are two big problems, as follows the first error, there are high ping servers, and the biggest problem is most of the servers are empty",قناة red mar,2022-01-22T15:52:14Z,0.292
Is it worth buying?,Marko Lukovic,2022-01-22T14:57:08Z,0.0
It looked so promising... What a massive disappointment. I've officially lost all faith in DICE.,Dausen Moore,2022-01-22T08:57:12Z,0.245
No idea how people say this is false advertisement. Lmao you can see like 5 operators in this trailer alone.,TheStrikeofGod,2022-01-22T07:51:19Z,0.158
"Still, R* is the king of making game, the game is Acutally better than the trailer! they created ''living'' game hats off to R* for never lying and also dying light!",Mostafa hazem,2022-01-22T05:31:47Z,0.0
It would  be nice if there was a story mode,Darth vader,2022-01-22T04:39:54Z,0.0
All that expectations... and here we are.,mynamisCHRIS,2022-01-22T04:08:23Z,0.0
2Wei the same music as Sadist DreamSmp,Prince Booc,2022-01-22T02:16:01Z,0.0
So sad they used generic soldiers for the trailer and then the final game is Black Ops 3/4,Alvax,2022-01-21T21:01:35Z,0.166
This trailer better than the actual game,Israel Granados,2022-01-21T20:13:08Z,0.0
Looks like they spent 90% of their budget into making this trailer.,Rengoku,2022-01-21T19:19:13Z,0.0
I love how they include the trick shot in it. I'd be so proud of myself if I saw my shot on a trailer. Congrats bro.,Nicole White,2022-01-21T18:54:17Z,0.034
"I can’t wait until all y’all show up here 3 years later and comment how good the game is

I will sit laugh at you disappointments talking about it’s success and completely forget about it’s launch",Something clever,2022-01-21T18:05:19Z,0.112
Battlebit remastered !!!! For a Real battlefield experience,Adrian Zliqx,2022-01-21T17:21:34Z,0.35
Whot a let down,Triglavian,2022-01-21T16:51:42Z,0.0
I love the way EA knows how to trick us with trailers.,OAlex_007,2022-01-21T12:56:17Z,0.078
Horrific game,Se7eN,2022-01-21T09:30:44Z,0.815
"After i play the first month with lot of joy,  i didnt play the other months, i was excited for the battelpass, but dice ist not the same team they was in bf 4.

The game is so so broken and i dont mean the weapons or the maps.

This game have zero content.....",A.M,2022-01-21T07:02:06Z,0.117
Dislike button,San San,2022-01-21T06:25:21Z,0.722
THIS AGED WELL DIDN’T IT LOLOLOLOLOL,Lembobwaii,2022-01-21T02:54:16Z,0.0
Kudos to the trailer. It is superb.,Penned Ideas,2022-01-20T23:35:56Z,0.0
"Where do we get the Russian, US, Military Skins at?",XVI.,2022-01-20T23:29:56Z,0.0
can't wait to play THIS game...,France Trap,2022-01-20T23:27:01Z,0.289
Just stopping by to remove my positive comments and add a Dislike after watching this dumpster fire of a game fail for 2 months.,TheReaper2000,2022-01-20T22:26:04Z,0.354
The game might go free to play according to ceo 🤣😭😭😭,berrex,2022-01-20T22:22:07Z,0.257
So much potential and they just need a major game update,DJ Xevil,2022-01-20T22:07:15Z,0.0
I remember watching this trailer and being so hyped for the release until the game came out 😕,Jäger Main Man • 10 years ago ‎ ‎ ‎ ‎,2022-01-20T21:34:19Z,0.113
EA should actually be sued for false advertisement lmao,Slammed_E30,2022-01-20T21:18:25Z,0.0
"The sad thing is that i spent 70 euros for this, Battlescam 2042",Giuseppe Oliveri,2022-01-20T20:17:14Z,0.205
speed x2 XD,Utopia_Game,2022-01-20T18:52:20Z,0.0
This video will go down as best battlefield  trailer for ever with worst battlefield game ever,charan teja,2022-01-20T16:28:36Z,0.365
"Bro the rendezook part still gives me chills. The build up... such a new era all thrown away. How incredible this game could have been, how shocked we were when we watched the trailer for the first time preparing ourselves for the next ""bf1"". This is just sad.",Andy Romano,2022-01-20T15:03:10Z,0.105
The game and the trailer will be the same after a year maybe,Moh Daghari,2022-01-20T14:31:25Z,0.0
As a wise man once said *”Reality is often disappointing”*,Steven Vu,2022-01-20T12:15:33Z,0.0
BIGGEST SCAM IN GAME HISTORY. RIP BF,J M,2022-01-20T08:58:09Z,0.381
"Wait guys...If you think about it, the game was just as advertised. In the trailer, there are only like 4-5 specialists visible at a time. This is due to the game being so bad that almost all the servers are full of bots, hence the lack of specialists, vehicle spam, and annoying quips.",navinphom 1944,2022-01-20T00:54:09Z,0.192
This is one of the worst games ever released.,taycam,2022-01-20T00:39:43Z,0.339
the trailer makes the game look like a fan made,Jose Salgado Salgado Murillo,2022-01-20T00:04:59Z,0.0
Bro can't wait till this game comes out can't y'all 😀😀😀,Admiral Biatch,2022-01-19T23:34:00Z,0.105
Nice game still waiting,Sucukovic,2022-01-19T21:53:00Z,0.0
Flop,Lucas Oliveira,2022-01-19T20:34:20Z,1.0
"5th most best selling game of 2021, let's go :D",Civil_Fellow,2022-01-19T18:47:22Z,0.0
DEAD,DimasPartyMaker,2022-01-19T17:27:13Z,1.0
"I remember being hyped for this game, watching it when it premiered (which I never do), and being absolutely blown away and hyped out of my mind and saying it's gonna exceed expectations, the Beta was kinda rough (I played on xbox one), I played the trial launch version of 2042 in the early access b4 the launch in my pc (which can run fortnite, gta and stuff in high settings and get 60 fps) and i couldn't get 30 fps in 720p and all low settings, the last gen version's maps were horrible, and also ran at 30 fps with atleast 200 ms input lag and bad servers. Never trust the trailers or the looks people.",Anirudh Saiganesh,2022-01-19T17:23:16Z,0.11
Annoying how they hid the specialists in this trailer…,b m,2022-01-19T12:28:42Z,0.369
Biggest scam in gaming industry,Beso Zaridze,2022-01-19T09:05:16Z,0.481
I like how battlefield makes the same beat sound of explosions and gunshots with perfect timing with the song,GamesAndGrinds,2022-01-19T08:05:04Z,0.105
Just develop a game on current world affairs or the cold war or any what if senario grounded to reality. Guns based off real weapons no jetpacks or hooverboards or laser guns please,NobleDankLord,2022-01-19T01:21:38Z,0.223
"I feel terrible for the programmers that went through the effort of creating and animating the normal soldiers in this trailer only for DICE to say ""Y'know what? Let's just not use them.""",Trying2Think,2022-01-19T00:53:24Z,0.085
"The opening scene portrays the average server perfectly, the single specialist (player) among the hoards of classes (bots) because the servers are empty",Stuff 96,2022-01-18T23:25:44Z,0.067
Battlefield star wars is a good game too..,VITKO MUSIC,2022-01-18T22:17:11Z,0.44
Click here: 2:20 battlefield 4 map after aprox 25 years. They impress but its still war game.... But impressive.,VITKO MUSIC,2022-01-18T22:13:52Z,0.25
Never ever trust EA/DICE!,ChickenNugget,2022-01-18T19:07:29Z,0.499
"This game was cancelled, instead we got Call of Battlefield",MariBloxGaming,2022-01-18T15:56:17Z,0.365
Aaaand we were lied to once again,R,2022-01-18T15:39:39Z,0.302
DISLIKE,KsNoz,2022-01-18T14:23:15Z,1.0
"Just gonna call it now, shouldn't have gotten hyped for the game of a cgi trailer",DuffinThe Muffin,2022-01-18T05:36:12Z,0.0
"I just came here to remove my like and give it a dislike, this game is rubbish and that's why I better play battlefied 5 and battlefied 1 again",charlie rec,2022-01-18T02:45:46Z,0.073
Catfish,Ajdin Smajic,2022-01-18T02:34:15Z,0.0
"Still waiting on the official drop of this game, looks hype as hell",killed_by_goodby,2022-01-18T00:48:13Z,0.379
Maybe the devs will turn it around like bf4 ????,Zmoney44,2022-01-17T21:37:59Z,0.0
"I'm just sad man, looking at the trailer and seeing what this game could've been",Daniel Landeros,2022-01-17T19:52:56Z,0.181
"This game is sooo massive bad , i got panic attacks after a 5 min gaming season",The Oracle,2022-01-17T19:10:57Z,0.409
So who lied more? The Developers or the Marketing team...,SmokeTinyTom,2022-01-17T15:41:58Z,0.242
The game is disgrace dice u here me the game is a disgrace improve ur game we need the game to be like Bf1 u hear me ?,EA6ALE,2022-01-17T13:58:26Z,0.179
"It's a testament to how nasty EA is, and DICE...",Даниил Зыбин,2022-01-17T13:57:27Z,0.286
"2-3 more years of development, and this game could be half decent. Oh well, we might never know.",SpikaLim,2022-01-17T13:17:28Z,0.0
Looking back...... ouch.,SmortStonk,2022-01-17T11:31:45Z,0.0
"Err guys, we forgot to add levels, maps and game types...f&ckit",Lance Alex,2022-01-17T10:23:35Z,0.0
You'd think people would learn to not pre order after cyberpunk. But people will never learn and we will never have finished games ever again.,Crade,2022-01-17T08:13:41Z,0.0
"Hello ea, we love your new game and respect your circumstances, but what day is the new update?",قناة red mar,2022-01-17T04:49:21Z,0.0
Snap back to reality,ImzA,2022-01-17T03:52:52Z,0.0
The official trailer here was better than the actual game.,BioEX1,2022-01-17T02:20:45Z,0.0
Please just save the money on the rest of the effort for bf2042 and revive bf1 instead. Still gets lots of players today and would be a great remastered game if they just up the player count and graphics and that’s it,Darth Vader’s #1 fan,2022-01-16T23:58:07Z,0.0
We need another Battlefield 1,CPD98,2022-01-16T22:31:06Z,0.394
This makes me sad watching the trailer,Oscar martinez,2022-01-16T22:30:29Z,0.341
"Trailer looks amazing, I hope this game won't dissapoint us.",Просто Саня,2022-01-16T21:20:31Z,0.0
"""I think I got carried away with the excitement of a new Battlefield game, one that was promising to right a lot of the wrongs of the previous title. Unfortunately it has done absolutely nothing of the sort. If possible, I think it has plunged the franchise even greater lows at this point."" - Westie",Andreas,2022-01-16T21:08:42Z,0.106
Reality is often disappointing,Saleh Ahmed,2022-01-16T20:08:00Z,0.516
"The game and this trailer have nothing in common whatsoever, and that’s just sad",Austria-Hungaryball,2022-01-16T18:52:33Z,0.193
This trailer hit different knowing the game we actually got,Exceed_HS2022,2022-01-16T18:34:08Z,0.0
"People were offered the choice between this or creeping through a dilapidated warehouse with a beaten up AK somewhere in Bulgaria where each step could be your last and everyone chose the warehouse.
Shows what ""AAA"" game developers know about their own industry.",Retro Zombie,2022-01-16T13:48:03Z,0.062
R.I.P Battlefield,Dong Hwan,2022-01-16T09:55:42Z,0.722
"The graphics looks amazing here, probably because is cgi. The game graphics are bad.",Steffan94,2022-01-16T06:49:10Z,0.181
"This is one of the best bf trailers imo, makes me really sad, i love battlefield",sercosmo,2022-01-16T06:08:45Z,0.225
This is wasted game,James Henry Williams,2022-01-16T00:21:41Z,0.516
"4:44 that music should be in the in-game menu. There are so many good looking soldier skins (1:06 the guy with sun shades and combat helmet). These assets must have existed. DICE, use them!",falcon55551,2022-01-15T23:05:05Z,0.062
So it's not this?,World Wolf,2022-01-15T19:37:05Z,0.0
The Worst Battlefield of all Time 😭,FinalBoss,2022-01-15T14:14:06Z,0.62
What song is that?,XenoPossum,2022-01-15T14:08:17Z,0.0
"Reason why this game failed:
Trailer isn’t game and game isn’t trailer.",Zero Two,2022-01-15T07:53:41Z,0.231
1.1 Million Likes on a gameplay trailer wow (I have never seen something like this before) and so much hype and potential this game had and what did DICE do? They blew their chance to revive the franchise. How can a company be so delusional and release this game in such a state. So sad.,ceevue,2022-01-14T19:42:02Z,0.092
"Ithink many of us wished for this to become the next BF4 or BF3 vibes instead of the garbage job they call a game, EA, DIce or Battlefield Team, this was your last change to recover comunity's trust but you've failed us one last time so don't expect to have it so easy on the next games.",M3XA,2022-01-14T19:06:39Z,0.094
Can I report this trailer for false advertising?,Taran Singh,2022-01-14T14:45:58Z,0.0
this was the best experience of my life,Rojus Budnikas,2022-01-14T14:40:33Z,0.0
All of the game’s budget was clearly spent of this trailer,Free4554,2022-01-14T11:22:35Z,0.0
"Wow what a awesome game, developers of this game should really proud of them self's. Can't wait until I play this game and finish it. Long live Battlefield 2042.",PINSARAful,2022-01-14T10:44:05Z,0.065
LIES. ALL LIES.,badasahog,2022-01-14T10:12:29Z,0.848
Battlefield pulled a cyberpunk lol,kobur,2022-01-14T10:00:53Z,0.31
next up: Battlefield 2043,NekoKaiji,2022-01-14T06:26:20Z,0.464
why so many likes,Walter Hartwell White,2022-01-14T06:21:16Z,0.0
I swear not to buy another bf game when I was playing bf5 because game was infected with hackers and they didn’t even bother to clean it. Some idiots made fun of me here when I commented that. I wonder what are those idiots doing these days xD,abdullah ipek,2022-01-14T05:51:43Z,0.114
"the game turned out pretty bad in my opinion, but this trailer will always be my favourite for any battlefield game. still gives me goosebumps",Yoda's Shag Shack,2022-01-14T04:43:34Z,0.19
definition of over hyped...game is trash,tavien stine,2022-01-14T03:12:26Z,0.0
Well to honest the game is starting to look more an more like this trailer. Considering most of the lobbies are full of bots now...I like this game but yeah...wish I could just be a soldier. Then have it like Battlefront where whoever wants to be a specialist can be one but make them unique selectable characters,The Video Game Archive,2022-01-14T03:04:53Z,0.043
Looking back at the trailer it makes me feel depressed,Robert Cruz,2022-01-14T03:00:07Z,0.268
No classes in a Battlefield game is just insulting,DTonk18,2022-01-14T02:33:17Z,0.571
Last battlefield I’ve ever followed. RIP,Haufarin Kalbur,2022-01-13T23:44:30Z,0.342
Don't be sad this is how it works out sometimes.,Eaglesfan220,2022-01-13T23:09:34Z,0.0
I thought when i first saw this that we would get to play as the infantry in the video and the specialist were just the customization you could do on your soldier god was i wrong,F0XH0UND6548,2022-01-13T22:50:13Z,0.076
I'm never gonna financially recover from this,CXZAR,2022-01-13T21:57:09Z,0.0
I imagine this is where everyone will come back to every now and then and just imagine what BF2042 could have been.,Pnowy 11,2022-01-13T21:38:05Z,0.0
I genuinely hope that they pivot back and try to make this game like the actual trailer. Then I might consider it.,Aidan Johnson,2022-01-13T20:41:48Z,0.0
Watching this trailer now after experience both the beta and the busted launch...its just...dissapointing more than anything,Спарта,2022-01-13T19:35:53Z,0.0
Can’t wait so see this game died and for DICE as a studio to cease to exist😊,Wolf_Hunter4466,2022-01-13T18:55:23Z,0.126
it's all lies,zezo 26,2022-01-13T18:17:59Z,0.583
"EVERY TIME I watch this trailer, I have goosebumps 🤩",Onkel Beri,2022-01-13T17:37:47Z,0.0
